motif	fisher_p_blood	fisher_p_liver	fisher_p_lymph	fisher_p_vitro	fisher_p_vivo	fisher_p_all	best_pval	best_qval	best_condition	mean_fold	max_fold	n_conditions_tested	fisher_p_best_pair	fisher_best_pair	fisher_q_best_pair
PRDM10	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_liver	1.0601130967521222	1.5934959349593496	18	0.9698850818634569	liver	1.0
SpiB	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	0.8913421242401736	2.61046511627907	18	0.9698850818634569	liver	1.0
Twist	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.6167615987386466	3.17910447761194	18	0.9698850818634569	blood	1.0
Nkx2.2	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	0.9617067359774987	1.2449392712550607	18	0.9698850818634569	liver	1.0
Myf5	1.0	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_lymph	1.0004340179308209	1.6368876080691641	18	0.9698850818634569	liver	1.0
MyoG	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_liver	0.9272352907130534	1.3566775244299676	18	0.9698850818634569	liver	1.0
Mixl1	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	1.0159802749530393	1.354898336414048	18	0.9698850818634569	liver	1.0
TRPS1	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_blood	1.0111572156931645	1.1850989522700814	18	0.9698850818634569	blood	1.0
E2F7	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	0.658909465020576	3.52	18	0.9698850818634569	liver	1.0
NFY	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_blood	1.045982682186938	1.4927066450567263	18	0.9698850818634569	blood	1.0
NF-E2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	1.039245202880724	4.241379310344827	18	0.9698850818634569	blood	1.0
TCFL2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.0279561810100755	2.4637681159420293	18	0.9698850818634569	blood	1.0
Atoh1	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_lymph	1.0318927747618416	1.3793103448275863	18	0.9698850818634569	lymph	1.0
ZNF669	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	1.2432801864118068	3.764705882352941	18	0.9698850818634569	liver	1.0
ZNF467	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	0.8649144691647019	1.6802721088435373	18	0.9698850818634569	blood	1.0
ETS1	1.0	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_lymph	1.0122963366782884	1.4107692307692308	18	0.9698850818634569	liver	1.0
HIF2a	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	0.9958336030829318	2.3053892215568865	18	0.9698850818634569	liver	1.0
Sox2	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	0.9166	late_vivo_blood	1.0263104017943327	1.4337662337662336	18	0.9698850818634569	blood	1.0
Slug	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.0225920340398853	1.489864864864865	18	0.9698850818634569	liver	1.0
HIC1	0.9698850818634569	0.9698850818634569	1.0	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_blood	1.0249661877617444	1.4599559147685526	18	0.9698850818634569	blood	1.0
TEAD2	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_lymph	0.9559204625127262	1.4803695150115475	18	0.9698850818634569	lymph	1.0
Sp2	0.9698850818634569	1.0	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_lymph	0.9691617918491163	1.4606299212598426	18	0.9698850818634569	blood	1.0
Foxa3	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	0.9170737148954687	1.5162162162162163	18	0.9698850818634569	liver	1.0
NFkB-p65	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_lymph	0.9454805109444426	1.68955223880597	18	0.9698850818634569	lymph	1.0
ZNF317	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_lymph	1.3130787712913317	3.888888888888889	18	0.9698850818634569	blood	1.0
Isl1	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	late_vitro_blood	1.010719178938283	1.1504854368932038	18	0.9698850818634569	blood	1.0
CUX1	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_lymph	0.9539567952099506	1.356628982528263	18	0.9698850818634569	lymph	1.0
c-Jun-CRE	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_lymph	1.0969752576740557	1.978021978021978	18	0.9698850818634569	lymph	1.0
CHR	0.9698850818634569	0.9698850818634569	1.0	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_liver	1.0139280149012573	1.4364454443194599	18	0.9698850818634569	blood	1.0
PRDM1	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	late_vitro_blood	1.0278068383447847	1.393884892086331	18	0.9698850818634569	blood	1.0
BANP	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	1.210504967980458	5.1875	18	0.9698850818634569	lymph	1.0
RUNX	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	0.9166	late_vivo_blood	0.9707200548084837	1.4971537001897535	18	0.9698850818634569	blood	1.0
ERG	1.0	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_lymph	1.028044206795115	1.3238866396761135	18	0.9698850818634569	liver	1.0
MRE	0.9698850818634569	0.9698850818634569	1.0	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_liver	1.0230614276904335	1.284079084287201	18	0.9698850818634569	blood	1.0
E2F4	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	0.814843814028382	1.7591240875912408	18	0.9698850818634569	liver	1.0
HLF	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_lymph	1.042902049759329	1.26457399103139	18	0.9698850818634569	liver	1.0
HIF-1a	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	0.9958	late_vivo_blood	0.9957724379432622	2.0826446280991737	18	0.9698850818634569	blood	1.0
ZNF7	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	0.9166	late_vivo_blood	0.9970414163890076	1.6205533596837944	18	0.9698850818634569	blood	1.0
Zfp281	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	mid_vivo_blood	1.0858498325382133	3.78	18	0.9698850818634569	blood	1.0
SCL	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	1.0028491232854433	1.1297917295502564	18	0.9698850818634569	liver	1.0
FOXA1:AR	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.063906334430174	2.1973684210526314	18	0.9698850818634569	liver	1.0
ZNF148	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	1.0177964904781334	1.802919708029197	18	0.9698850818634569	blood	1.0
Oct2	1.0	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	mid_vivo_lymph	1.029274347496311	1.6351039260969977	18	0.9698850818634569	liver	1.0
Tbr1	1.0	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vivo_liver	1.0256054880290362	1.2138728323699424	18	0.9698850818634569	liver	1.0
Fra2	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	0.9565	late_vivo_blood	0.9712519616134677	1.6193353474320242	18	0.9698850818634569	blood	1.0
BMAL1	0.9698850818634569	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9546691413265357	0.999689734899121	0.1	1.0	mid_vivo_blood	1.0639918533347537	1.3267162944582298	18	0.9698850818634569	blood	1.0
Atf7	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_lymph	0.9996088515864794	1.7391304347826086	18	0.9698850818634569	lymph	1.0
Zfp57	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_liver	0.9358740670576834	2.339285714285714	18	0.9698850818634569	liver	1.0
Ascl1	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.0039112633045748	1.2821100917431192	18	0.9698850818634569	liver	1.0
CRX	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_blood	1.0130473406287985	1.1701622477245746	18	0.9698850818634569	blood	1.0
Bapx1	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_lymph	0.9655475447099408	1.1953216374269005	18	0.9698850818634569	liver	1.0
STAT6	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_blood	1.013900423437968	1.3886255924170614	18	0.9698850818634569	blood	1.0
Sox17	0.9698850818634569	0.9698850818634569	0.9698850818634569	0.9546691413265357	0.9993533727032353	0.999689734899121	0.1	1.0	early_vitro_lymph	1.0305647599304324	1.5358649789029535	18	0.9698850818634569	blood	1.0
Brachyury	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	0.8932698346846331	1.7053140096618358	18	0.9698850818634569	liver	1.0
Prop1	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	1.0490045492288358	1.2942109436954798	18	0.9698850818634569	blood	1.0
Tgif2	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	1.029741164413896	1.1340067340067341	18	0.9698850818634569	lymph	1.0
TEAD3	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	0.9293714075750622	1.3473491773308959	18	0.9698850818634569	liver	1.0
Rfx6	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_liver	1.0247899687996516	1.4341463414634146	18	0.9698850818634569	liver	1.0
Hnf1	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_blood	0.9028104103383314	1.8933333333333333	18	0.9698850818634569	blood	1.0
PSE	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_lymph	1.0542193536890438	1.378657487091222	18	0.9698850818634569	liver	1.0
Hoxc13	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_blood	0.9871813129162411	1.1806930693069309	18	0.9698850818634569	blood	1.0
Sox9	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_lymph	0.9495749534885037	1.521044992743106	18	0.9698850818634569	liver	1.0
PU.1:IRF8	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	1.1265749055146652	1.714285714285714	18	0.9698850818634569	lymph	1.0
ZNF189	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	1.0766767479552923	1.4936936936936935	18	0.9698850818634569	lymph	1.0
NFAT:AP1	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_lymph	1.0810650119780612	2.1142857142857143	18	0.9698850818634569	blood	1.0
Erra	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_liver	1.005937417714399	1.3405740884406516	18	0.9698850818634569	liver	1.0
Hoxc6	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	0.9881301770369161	1.1303360581289736	18	0.9698850818634569	lymph	1.0
Eomes	1.0	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	mid_vivo_liver	1.027915047396398	1.2474226804123711	18	0.9698850818634569	liver	1.0
PBX2	0.9698850818634569	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9546691413265357	0.999689734899121	0.1	1.0	mid_vivo_lymph	1.0388189357633673	1.4182330827067668	18	0.9698850818634569	blood	1.0
FXR	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_liver	1.2046279046439716	1.6428571428571428	18	0.9698850818634569	liver	1.0
Gata6	0.9698850818634569	0.9698850818634569	1.0	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vitro_blood	1.036760321388578	1.3212627669452184	18	0.9698850818634569	blood	1.0
IRF2	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_lymph	0.968943085948526	2.5652173913043477	18	0.9698850818634569	lymph	1.0
Usf2	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_blood	0.9969567424798055	1.9337349397590362	18	0.9698850818634569	blood	1.0
ARE	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vivo_blood	0.9859255036570469	2.1134751773049647	18	0.9698850818634569	blood	1.0
Nkx2.1	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_liver	1.0200410906891793	1.1891402714932127	18	0.9698850818634569	liver	1.0
NFIL3	1.0	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vivo_liver	1.116053679751424	1.4517282479141833	18	0.9698850818634569	liver	1.0
Tgif1	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	1.0175705135969435	1.1309949892627058	18	0.9698850818634569	lymph	1.0
Atf2	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_lymph	1.0433859889408241	2.1164021164021167	18	0.9698850818634569	lymph	1.0
CTCF-SatelliteElement	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	0.7114	mid_vitro_blood	1.5652777777777775	14.0	18	0.9698850818634569	blood	1.0
Bach1	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_liver	1.2491913392079634	3.7666666666666666	18	0.9698850818634569	liver	1.0
Hoxb4	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_blood	0.9352671414249087	1.7724867724867726	18	0.9698850818634569	blood	1.0
Dlx3	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vivo_blood	1.0183147293485337	1.35755258126195	18	0.9698850818634569	blood	1.0
Nkx6.1	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	mid_vivo_blood	1.020057481338372	1.1233094669848847	18	0.9698850818634569	blood	1.0
Npas4	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	0.907466596598278	1.5579268292682928	18	0.9698850818634569	blood	1.0
CEBP	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	0.9425121962961417	1.3505291005291007	18	0.9698850818634569	blood	1.0
Ascl2	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.0063133085282958	1.365234375	18	0.9698850818634569	liver	1.0
Klf4	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	0.9404055261136102	1.8956521739130439	18	0.9698850818634569	lymph	1.0
NF1	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_lymph	0.8851535359752594	1.7920792079207921	18	0.9698850818634569	lymph	1.0
ERE	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vitro_lymph	0.9589218352531348	2.310077519379845	18	0.9698850818634569	blood	1.0
POU4F3	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	0.8999177684689728	1.6838046272493572	18	0.9698850818634569	lymph	1.0
EHF	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	1.045080176275449	1.3261508325171398	18	0.9698850818634569	lymph	1.0
Klf15	0.9698850818634569	1.0	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_blood	0.9714409205129003	1.3457943925233644	18	0.9698850818634569	blood	1.0
PAX3:FKHR-fusion	0.9698850818634569	0.9698850818634569	1.0	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	late_vitro_liver	1.1010210094327963	1.7725118483412325	18	0.9698850818634569	blood	1.0
Pdx1	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	0.9779759223148692	1.2936	18	0.9698850818634569	liver	1.0
HRE	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_liver	1.0819742801001455	2.1508379888268156	18	0.9698850818634569	liver	1.0
Hand2	0.9698850818634569	1.0	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	late_vitro_blood	0.9666554763787565	1.4921630094043887	18	0.9698850818634569	blood	1.0
ZBTB18	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_blood	1.078497145721378	1.7107692307692306	18	0.9698850818634569	blood	1.0
Phox2a	1.0	0.9698850818634569	1.0	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_liver	1.0288123017502828	1.4498714652956297	18	0.9698850818634569	liver	1.0
Oct4:Sox17	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	1.104086161195835	2.6666666666666665	18	0.9698850818634569	blood	1.0
Tcf21	0.9698850818634569	0.9698850818634569	0.9698850818634569	0.9993533727032353	0.9546691413265357	0.999689734899121	0.1	1.0	early_vitro_lymph	0.9572476129075683	1.4442649434571888	18	0.9698850818634569	blood	1.0
MyoD	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	0.8916797379712895	1.6511627906976745	18	0.9698850818634569	lymph	1.0
NFkB2-p52	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	0.8233374869469442	2.15819209039548	18	0.9698850818634569	lymph	1.0
WT1	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.0017643261333984	1.6136363636363635	18	0.9698850818634569	blood	1.0
En1	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vivo_lymph	1.0154280351694362	1.204065676309617	18	0.9698850818634569	blood	1.0
TEAD4	1.0	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_liver	0.9761109773011231	1.4678111587982832	18	0.9698850818634569	liver	1.0
E2A	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_liver	1.0532661669487084	1.2951977401129944	18	0.9698850818634569	liver	1.0
Lhx2	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vitro_blood	1.0374009813943597	1.2316844082654979	18	0.9698850818634569	blood	1.0
LEF1	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_lymph	0.994859130614675	1.4319775596072932	18	0.9698850818634569	blood	1.0
SF1	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	early_vivo_blood	1.1421262434488497	2.1889763779527556	18	0.9698850818634569	blood	1.0
Zic2	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	1.0198910416237241	1.9006211180124222	18	0.9698850818634569	lymph	1.0
BATF	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	0.9166	late_vivo_blood	0.9932826222722014	1.607843137254902	18	0.9698850818634569	blood	1.0
GRE	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.0159207356148392	2.111801242236025	18	0.9698850818634569	blood	1.0
HOXA2	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	0.9729658340529324	2.728260869565217	18	0.9698850818634569	blood	1.0
Sox15	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	0.9278150174446385	1.4623255813953489	18	0.9698850818634569	lymph	1.0
Meis1	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_blood	0.9670914915257188	1.218612818261633	18	0.9698850818634569	blood	1.0
NFkB-p50,p52	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	0.9319401116585748	3.0888888888888886	18	0.9698850818634569	lymph	1.0
Nanog	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	mid_vitro_lymph	1.0083045190734636	1.1059124767225326	18	0.9698850818634569	lymph	1.0
Lhx6	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	0.9727544031863486	1.285409252669039	18	0.9698850818634569	lymph	1.0
DLX1	0.9698850818634569	1.0	0.9698850818634569	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	mid_vitro_lymph	1.0085787566767346	1.2528916929547844	18	0.9698850818634569	blood	1.0
Oct11	1.0	0.9698850818634569	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_liver	1.0240368109798683	1.606516290726817	18	0.9698850818634569	liver	1.0
PRDM15	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	mid_vitro_lymph	1.0648885374744232	1.272844272844273	18	0.9698850818634569	liver	1.0
MYRF	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.068473418881212	1.8205128205128205	18	0.9698850818634569	blood	1.0
Tcf12	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	early_vitro_lymph	0.9601461657436116	1.7466666666666668	18	0.9698850818634569	lymph	1.0
Foxh1	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_lymph	0.8655314952604625	1.4177215189873418	18	0.9698850818634569	lymph	1.0
HOXA1	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	1.007962178375121	1.9087452471482889	18	0.9698850818634569	blood	1.0
RORa	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	0.9511126269136096	2.5470085470085473	18	0.9698850818634569	blood	1.0
Hoxd11	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_blood	1.028131446490396	1.1124523506988564	18	0.9698850818634569	blood	1.0
ZSCAN22	1.0	0.9698850818634569	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	mid_vivo_liver	1.2423951590228668	4.08695652173913	18	0.9698850818634569	liver	1.0
GABPA	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.013052051013388	1.4735883424408014	18	0.9698850818634569	blood	1.0
JunB	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_blood	0.9360718755671	1.4609756097560977	18	0.9698850818634569	blood	1.0
Fosl2	0.9698850818634569	1.0	0.9698850818634569	1.0	0.9546691413265357	0.999998219461798	0.1	1.0	early_vivo_lymph	0.9106142276494056	1.8604651162790697	18	0.9698850818634569	blood	1.0
Znf263	0.9698850818634569	0.9698850818634569	0.9698850818634569	0.7410362271866149	1.0	0.999689734899121	0.1	1.0	mid_vitro_liver	1.038828145267005	1.3029001074113855	18	0.9698850818634569	blood	1.0
MafB	1.0	0.9698850818634569	0.9698850818634569	0.9546691413265357	1.0	0.999998219461798	0.1	1.0	early_vitro_liver	0.9964021853208056	1.649402390438247	18	0.9698850818634569	liver	1.0
E2F6	1.0	1.0	0.9698850818634569	0.9993533727032353	1.0	0.999999999941218	0.1	1.0	late_vitro_lymph	0.8629511232649728	1.5777777777777777	18	0.9698850818634569	lymph	1.0
NPAS	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	1.0402187060262116	1.3121495327102803	18	0.9698850818634569	blood	1.0
ZNF675	0.9698850818634569	0.9698850818634569	1.0	0.9993533727032353	0.9993533727032353	0.999998219461798	0.1	1.0	early_vitro_liver	1.1220772258466927	2.3865546218487395	18	0.9698850818634569	blood	1.0
MNT	1.0	1.0	0.9698850818634569	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	late_vivo_lymph	0.981494193335288	1.3599397590361446	18	0.9698850818634569	lymph	1.0
SPDEF	0.9698850818634569	1.0	1.0	1.0	0.9993533727032353	0.999999999941218	0.1	1.0	mid_vivo_blood	0.9626390291309233	1.4220055710306407	18	0.9698850818634569	blood	1.0
