term_id	description	p_adjust	fold_enrichment	term_size	query_size	intersection_size
GO:0002568	somatic diversification of T cell receptor genes	0.014336730276046393	357.1429	4	14	1
GO:1904975	response to bleomycin	0.014336730276046393	357.1429	4	14	1
GO:0033153	T cell receptor V(D)J recombination	0.014336730276046393	357.1429	4	14	1
GO:0030316	osteoclast differentiation	0.014336730276046393	25.5102	112	14	2
GO:0060537	muscle tissue development	0.014336730276046393	10.1798	421	14	3
GO:1902262	apoptotic process involved in blood vessel morphogenesis	0.014336730276046393	357.1429	4	14	1
GO:0071866	negative regulation of apoptotic process in bone marrow cell	0.014336730276046393	357.1429	4	14	1
GO:0071865	regulation of apoptotic process in bone marrow cell	0.014336730276046393	357.1429	4	14	1
GO:0021943	formation of radial glial scaffolds	0.014336730276046393	357.1429	4	14	1
GO:0030718	germ-line stem cell population maintenance	0.014336730276046393	357.1429	4	14	1
GO:1903706	regulation of hemopoiesis	0.014336730276046393	10.084	425	14	3
GO:0001824	blastocyst development	0.01482617939539506	24.0096	119	14	2
GO:0046634	regulation of alpha-beta T cell activation	0.014964835271986762	23.8095	120	14	2
GO:0030097	hemopoiesis	0.016447692493571326	5.8849	971	14	4
GO:0048568	embryonic organ development	0.016447692493571326	9.3779	457	14	3
GO:0045321	leukocyte activation	0.016515238014428384	5.8608	975	14	4
GO:0021987	cerebral cortex development	0.016515238014428384	22.3214	128	14	2
GO:0071839	apoptotic process in bone marrow cell	0.016712986302678975	285.7143	5	14	1
GO:0009912	auditory receptor cell fate commitment	0.016712986302678975	285.7143	5	14	1
GO:0071864	positive regulation of cell proliferation in bone marrow	0.016712986302678975	285.7143	5	14	1
GO:0060120	inner ear receptor cell fate commitment	0.016712986302678975	285.7143	5	14	1
GO:0000902	cell morphogenesis	0.0173177679034724	5.7257	998	14	4
GO:0008152	metabolic process	0.017841348957909967	1.425	14035	14	14
GO:0071863	regulation of cell proliferation in bone marrow	0.018670974954095716	238.0952	6	14	1
GO:0021861	forebrain radial glial cell differentiation	0.018670974954095716	238.0952	6	14	1
GO:1904760	regulation of myofibroblast differentiation	0.018670974954095716	238.0952	6	14	1
GO:0021873	forebrain neuroblast division	0.018670974954095716	238.0952	6	14	1
GO:0021853	cerebral cortex GABAergic interneuron migration	0.018670974954095716	238.0952	6	14	1
GO:0007417	central nervous system development	0.018670974954095716	5.521	1035	14	4
GO:0021800	cerebral cortex tangential migration	0.018670974954095716	238.0952	6	14	1
GO:0097402	neuroblast migration	0.018670974954095716	238.0952	6	14	1
GO:0140459	response to Gram-positive bacterium	0.018670974954095716	238.0952	6	14	1
GO:0051249	regulation of lymphocyte activation	0.01933778105137983	8.4698	506	14	3
GO:0048522	positive regulation of cellular process	0.019366525888217117	2.2403	5739	14	9
GO:0001890	placenta development	0.019366525888217117	19.4363	147	14	2
GO:0007399	nervous system development	0.019796413554335333	3.3005	2597	14	6
