term_id	description	p_adjust	fold_enrichment	term_size	query_size	intersection_size
GO:0006366	transcription by RNA polymerase II	6.472049571645375e-08	7.0746	2827	11	11
GO:0006357	regulation of transcription by RNA polymerase II	6.472049571645375e-08	7.4405	2688	11	11
GO:0006355	regulation of DNA-templated transcription	2.4484990426475094e-07	5.9084	3385	11	11
GO:2001141	regulation of RNA biosynthetic process	2.4484990426475094e-07	5.8875	3397	11	11
GO:0006351	DNA-templated transcription	2.9257012583073345e-07	5.677	3523	11	11
GO:0051252	regulation of RNA metabolic process	3.6450809636573644e-07	5.4735	3654	11	11
GO:0019219	regulation of nucleobase-containing compound metabolic process	7.450863820624566e-07	5.0582	3954	11	11
GO:0080090	regulation of primary metabolic process	1.3742692081421125e-05	3.8351	5215	11	11
GO:0010468	regulation of gene expression	2.419690823975187e-05	3.6043	5549	11	11
GO:0010556	regulation of macromolecule biosynthetic process	2.6406502057732015e-05	3.5417	5647	11	11
GO:0009889	regulation of biosynthetic process	3.352916295457382e-05	3.4358	5821	11	11
GO:0060255	regulation of macromolecule metabolic process	8.610571406363116e-05	3.1289	6392	11	11
GO:0032774	RNA biosynthetic process	0.00011827277047436935	3.018	6627	11	11
GO:0141187	nucleic acid biosynthetic process	0.00013121541849362225	2.9696	6735	11	11
GO:0045893	positive regulation of DNA-templated transcription	0.0001383022296997561	7.612	1672	11	7
GO:0019222	regulation of metabolic process	0.0001383022296997561	2.8986	6900	11	11
GO:1902680	positive regulation of RNA biosynthetic process	0.0001383022296997561	7.6029	1674	11	7
GO:0016070	RNA metabolic process	0.0001383022296997561	2.9265	6834	11	11
GO:0034654	nucleobase-containing compound biosynthetic process	0.00015620762070106244	2.8429	7035	11	11
GO:0051254	positive regulation of RNA metabolic process	0.0002054534548099523	7.055	1804	11	7
GO:0090304	nucleic acid metabolic process	0.0002469982762609234	2.7023	7401	11	11
GO:0045944	positive regulation of transcription by RNA polymerase II	0.000333120069378723	8.819	1237	11	6
GO:0006139	nucleobase-containing compound metabolic process	0.000505432384667851	2.5113	7964	11	11
GO:0030154	cell differentiation	0.0006087997812400114	3.683	4443	11	9
GO:0048869	cellular developmental process	0.0006087997812400114	3.6822	4444	11	9
GO:0010557	positive regulation of macromolecule biosynthetic process	0.0015129355343665256	5.0147	2538	11	7
GO:0060740	prostate gland epithelium morphogenesis	0.0015915378946047911	134.6801	27	11	2
GO:0060512	prostate gland morphogenesis	0.0017741611918733883	125.3918	29	11	2
GO:0009891	positive regulation of biosynthetic process	0.001775990233237926	4.8118	2645	11	7
GO:0010467	gene expression	0.001970116543673054	2.1664	9232	11	11
GO:0048665	neuron fate specification	0.00234441596564907	103.8961	35	11	2
GO:0002067	glandular epithelial cell differentiation	0.0026810931811941724	95.6938	38	11	2
GO:0009059	macromolecule biosynthetic process	0.0027696002571776248	2.0822	9605	11	11
GO:0048522	positive regulation of cellular process	0.0038879077772035484	2.8513	5739	11	9
GO:0045892	negative regulation of DNA-templated transcription	0.003936625499638152	7.1301	1275	11	5
GO:1902679	negative regulation of RNA biosynthetic process	0.00395561383393518	7.0801	1284	11	5
GO:0030850	prostate gland development	0.004026702836132392	72.7273	50	11	2
GO:0010604	positive regulation of macromolecule metabolic process	0.004209623584480988	4.0378	3152	11	7
GO:0051253	negative regulation of RNA metabolic process	0.0052558458544936	6.5449	1389	11	5
GO:0045165	cell fate commitment	0.0052558458544936	18.3655	297	11	3
GO:0048608	reproductive structure development	0.005384165336496368	18.0614	302	11	3
GO:0061458	reproductive system development	0.0054620184410452185	17.8253	306	11	3
GO:0048518	positive regulation of biological process	0.005467447561078077	2.6608	6150	11	9
GO:0001655	urogenital system development	0.005817459869100057	54.2741	67	11	2
GO:0097380	dorsal spinal cord interneuron anterior axon guidance	0.005817459869100057	1818.1818	1	11	1
GO:0009893	positive regulation of metabolic process	0.005817459869100057	3.7323	3410	11	7
GO:0009058	biosynthetic process	0.005991186970398795	1.8799	10639	11	11
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.006184894835513279	6.0205	1510	11	5
GO:0048663	neuron fate commitment	0.006184894835513279	51.2164	71	11	2
GO:0045595	regulation of cell differentiation	0.0068194050412001255	5.8689	1549	11	5
GO:0032502	developmental process	0.007612879107827468	2.504	6535	11	9
GO:0035262	gonad morphogenesis	0.008763431183442472	909.0909	2	11	1
GO:0009953	dorsal/ventral pattern formation	0.008763431183442472	41.3223	88	11	2
GO:0060163	subpallium neuron fate commitment	0.008763431183442472	909.0909	2	11	1
GO:1902691	respiratory basal cell differentiation	0.008763431183442472	909.0909	2	11	1
GO:0097378	dorsal spinal cord interneuron axon guidance	0.008763431183442472	909.0909	2	11	1
GO:1902362	melanocyte apoptotic process	0.008763431183442472	909.0909	2	11	1
GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	0.008763431183442472	909.0909	2	11	1
GO:0061144	alveolar secondary septum development	0.008763431183442472	909.0909	2	11	1
GO:0003002	regionalization	0.009565489194579542	12.9255	422	11	3
GO:0009653	anatomical structure morphogenesis	0.009565489194579542	4.0419	2699	11	6
GO:0009887	animal organ morphogenesis	0.01029758764474913	7.2727	1000	11	4
GO:0060743	epithelial cell maturation involved in prostate gland development	0.01062052350177773	606.0606	3	11	1
GO:1904340	positive regulation of dopaminergic neuron differentiation	0.01062052350177773	606.0606	3	11	1
GO:0060741	prostate gland stromal morphogenesis	0.01062052350177773	606.0606	3	11	1
GO:0060528	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	0.01062052350177773	606.0606	3	11	1
GO:0022612	gland morphogenesis	0.01062052350177773	33.9847	107	11	2
GO:0001708	cell fate specification	0.01062052350177773	31.8979	114	11	2
GO:0003006	developmental process involved in reproduction	0.01062052350177773	7.1023	1024	11	4
GO:0003430	growth plate cartilage chondrocyte growth	0.01062052350177773	606.0606	3	11	1
GO:0007389	pattern specification process	0.01062052350177773	11.655	468	11	3
GO:0097377	spinal cord interneuron axon guidance	0.01062052350177773	606.0606	3	11	1
GO:0048468	cell development	0.01062052350177773	3.8385	2842	11	6
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.01062052350177773	31.8979	114	11	2
GO:0070384	Harderian gland development	0.01308344141000847	454.5455	4	11	1
GO:0097376	interneuron axon guidance	0.01308344141000847	454.5455	4	11	1
GO:0050794	regulation of cellular process	0.01308344141000847	1.672	11962	11	11
GO:0032501	multicellular organismal process	0.01308344141000847	2.2303	7337	11	9
GO:0043170	macromolecule metabolic process	0.01308344141000847	1.6748	11942	11	11
GO:0048513	animal organ development	0.013106481007089698	3.6147	3018	11	6
GO:0044238	primary metabolic process	0.015264964271049898	1.6434	12170	11	11
GO:0003431	growth plate cartilage chondrocyte development	0.015752217577037098	363.6364	5	11	1
GO:0021915	neural tube development	0.017840840910893517	22.8702	159	11	2
GO:0050789	regulation of biological process	0.018039468476553924	1.6133	12397	11	11
GO:0003415	chondrocyte hypertrophy	0.018231161386175688	303.0303	6	11	1
GO:0033564	anterior/posterior axon guidance	0.0203089050983681	259.7403	7	11	1
GO:0021798	forebrain dorsal/ventral pattern formation	0.0203089050983681	259.7403	7	11	1
GO:0003433	chondrocyte development involved in endochondral bone morphogenesis	0.0203089050983681	259.7403	7	11	1
GO:0060534	trachea cartilage development	0.0203089050983681	259.7403	7	11	1
GO:0007219	Notch signaling pathway	0.02259808850240419	19.4458	187	11	2
GO:0045596	negative regulation of cell differentiation	0.023450464063757896	8.2023	665	11	3
GO:0065007	biological regulation	0.023494482578686852	1.562	12804	11	11
GO:0141193	nuclear receptor-mediated signaling pathway	0.023494482578686852	18.7441	194	11	2
GO:0060638	mesenchymal-epithelial cell signaling	0.024195951199356545	202.0202	9	11	1
GO:0060430	lung saccule development	0.024195951199356545	202.0202	9	11	1
GO:0003418	growth plate cartilage chondrocyte differentiation	0.024195951199356545	202.0202	9	11	1
GO:0030182	neuron differentiation	0.025358261165748578	5.0365	1444	11	4
GO:0002064	epithelial cell development	0.025929712155678773	16.9924	214	11	2
GO:0045637	regulation of myeloid cell differentiation	0.025929712155678773	16.9924	214	11	2
GO:0050793	regulation of developmental process	0.025929712155678773	3.7396	2431	11	5
GO:0060525	prostate glandular acinus development	0.025929712155678773	181.8182	10	11	1
GO:1904338	regulation of dopaminergic neuron differentiation	0.025929712155678773	181.8182	10	11	1
GO:0021889	olfactory bulb interneuron differentiation	0.0270251290265013	165.2893	11	11	1
GO:0060541	respiratory system development	0.0270251290265013	16.4541	221	11	2
GO:0060742	epithelial cell differentiation involved in prostate gland development	0.0270251290265013	165.2893	11	11	1
GO:0048699	generation of neurons	0.027953857009881115	4.7753	1523	11	4
GO:0009755	hormone-mediated signaling pathway	0.027953857009881115	15.949	228	11	2
GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	0.028393284153333632	151.5152	12	11	1
GO:0021527	spinal cord association neuron differentiation	0.028393284153333632	151.5152	12	11	1
GO:0097485	neuron projection guidance	0.02857299243767115	15.4739	235	11	2
GO:0007411	axon guidance	0.02857299243767115	15.54	234	11	2
GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.029403286611245104	139.8601	13	11	1
GO:0021978	telencephalon regionalization	0.029403286611245104	139.8601	13	11	1
GO:0002068	glandular epithelial cell development	0.029403286611245104	139.8601	13	11	1
GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.02982610498666914	129.8701	14	11	1
GO:0048853	forebrain morphogenesis	0.02982610498666914	129.8701	14	11	1
GO:0002087	regulation of respiratory gaseous exchange by nervous system process	0.02982610498666914	129.8701	14	11	1
GO:0007638	mechanosensory behavior	0.02982610498666914	129.8701	14	11	1
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	0.02982610498666914	129.8701	14	11	1
GO:0007399	nervous system development	0.02982610498666914	3.5005	2597	11	5
GO:0022414	reproductive process	0.02982610498666914	4.5683	1592	11	4
GO:0042593	glucose homeostasis	0.030215408706961294	14.3164	254	11	2
GO:0033500	carbohydrate homeostasis	0.030638548190215165	14.0944	258	11	2
GO:0060284	regulation of cell development	0.030638548190215165	6.6845	816	11	3
GO:0048935	peripheral nervous system neuron development	0.030926560916059997	121.2121	15	11	1
GO:0048934	peripheral nervous system neuron differentiation	0.03271872190239703	113.6364	16	11	1
GO:0044065	regulation of respiratory system process	0.03394709528379108	106.9519	17	11	1
GO:0021904	dorsal/ventral neural tube patterning	0.03394709528379108	106.9519	17	11	1
GO:0010558	negative regulation of macromolecule biosynthetic process	0.03394709528379108	3.3263	2733	11	5
GO:0048731	system development	0.03578676918744319	2.7117	4023	11	6
GO:0061448	connective tissue development	0.036358563240014026	12.4961	291	11	2
GO:0009890	negative regulation of biosynthetic process	0.036358563240014026	3.2444	2802	11	5
GO:0060438	trachea development	0.036507765865778564	95.6938	19	11	1
GO:0003417	growth plate cartilage development	0.036507765865778564	95.6938	19	11	1
GO:0022008	neurogenesis	0.03722977879288981	4.1112	1769	11	4
GO:0007166	cell surface receptor signaling pathway	0.03722977879288981	3.2078	2834	11	5
GO:0021516	dorsal spinal cord development	0.037306447345575165	90.9091	20	11	1
GO:0097154	GABAergic neuron differentiation	0.037306447345575165	90.9091	20	11	1
GO:0051093	negative regulation of developmental process	0.03735024083434249	5.9547	916	11	3
GO:0000122	negative regulation of transcription by RNA polymerase II	0.0389956823205217	5.8462	933	11	3
GO:0030334	regulation of cell migration	0.039978133381799126	5.7781	944	11	3
GO:0051239	regulation of multicellular organismal process	0.04045081189253694	3.1101	2923	11	5
GO:2000647	negative regulation of stem cell proliferation	0.040946235904252205	79.0514	23	11	1
GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.040946235904252205	79.0514	23	11	1
GO:0008152	metabolic process	0.040946235904252205	1.425	14035	11	11
GO:0060562	epithelial tube morphogenesis	0.04189275777424282	10.92	333	11	2
GO:0030318	melanocyte differentiation	0.04189275777424282	75.7576	24	11	1
GO:0021871	forebrain regionalization	0.04189275777424282	75.7576	24	11	1
GO:0048714	positive regulation of oligodendrocyte differentiation	0.04228751170074628	72.7273	25	11	1
GO:0043576	regulation of respiratory gaseous exchange	0.04228751170074628	72.7273	25	11	1
GO:0002070	epithelial cell maturation	0.04228751170074628	72.7273	25	11	1
GO:0061484	hematopoietic stem cell homeostasis	0.04228751170074628	72.7273	25	11	1
GO:2000145	regulation of cell motility	0.04339829001519557	5.4274	1005	11	3
GO:0032331	negative regulation of chondrocyte differentiation	0.04339829001519557	69.9301	26	11	1
GO:0002066	columnar/cuboidal epithelial cell development	0.04447828170505709	67.3401	27	11	1
GO:0021544	subpallium development	0.04447828170505709	67.3401	27	11	1
GO:0010605	negative regulation of macromolecule metabolic process	0.04524455408889959	2.9516	3080	11	5
